anon_polygon_id,date,y_true,source,crop_type,year,month,seen_polygon,left_days,right_days,gap_length,gap_position,left_distance_bin,right_distance_bin,p_s2,p_landsat,p_modis,p_unknown,context_quality,left_days_1,right_days_1,mode,repeat,fold,seed,pred_nearest_left,error_nearest_left,pred_nearest_right,error_nearest_right,pred_mean_neighbors,error_mean_neighbors,pred_linear,error_linear,pred_seasonal_crop,error_seasonal_crop,pred_pchip,error_pchip,pred_akima,error_akima,split,is_unseen,is_hard,primary_ndvi_pred,base_pred
AOI-0071,2019-08-29,0.3809181818181817,modis,зерновые,2019,8,True,3.0,2.0,1,0,0-7,0-7,0.6542849688149914,0.1475527172562833,0.193925025793132,0.0042372881355932,0.8823529411764706,3.0,2.0,A,3,r3_f0,71,0.2702270852868846,-0.1106910965312971,0.2666918088277243,-0.1142263729904574,0.2684594470573044,-0.1124587347608772,0.2681059194113884,-0.1128122624067932,0.2301115404036413,-0.1508066414145404,0.2674156667469053,-0.1135025150712763,0.2675246283149284,-0.1133935535032532,matched,False,False,0.2789920568466186,0.2636330425739288
AOI-0071,2022-08-27,0.3460534642323108,landsat,зерновые,2022,8,True,2.0,2.0,1,0,0-7,0-7,0.3167838816701871,0.48773376325503,0.1850656884081162,0.0104166666666666,0.8823529411764706,2.0,2.0,A,3,r3_f0,71,0.3843590896790802,0.0383056254467694,0.3288022727272728,-0.017251191505038,0.3565806812031765,0.0105272169708657,0.3565806812031765,0.0105272169708657,0.2295062330990396,-0.1165472311332712,0.3557438427027722,0.0096903784704613,0.3566095707610436,0.0105561065287328,matched,False,False,0.3380970358848572,0.3541132807731628
AOI-0071,2023-10-19,0.3107212731601395,s2,зерновые,2023,10,True,3.0,3.0,1,0,0-7,0-7,0.5689514035574331,0.3712357848471271,0.0542572560398842,0.0055555555555555,0.8333333333333334,3.0,3.0,A,3,r3_f0,71,0.3817,0.0709787268398605,0.2751032018961549,-0.0356180712639845,0.3284016009480774,0.0176803277879379,0.3284016009480774,0.0176803277879379,0.2464414707044013,-0.0642798024557381,0.3284016009480774,0.0176803277879379,0.3287441366784483,0.0180228635183088,matched,False,False,0.2620839476585388,0.336030900478363
AOI-0071,2024-05-06,0.2617253175412573,s2,зерновые,2024,5,True,5.0,2.0,1,0,0-7,0-7,0.604139044083357,0.3613389860840963,0.0294199290162202,0.0051020408163265,0.8823529411764706,5.0,2.0,A,3,r3_f0,71,0.2648742496590762,0.0031489321178189,0.5254636363636364,0.2637383188223791,0.3951689430113563,0.133443625470099,0.4510095258766191,0.1892842083353618,0.5377150524792624,0.2759897349380051,0.473801600515502,0.2120762829742447,0.4804090419579903,0.218683724416733,matched,False,False,0.3148043751716614,0.4136701822280884
AOI-0071,2024-07-27,0.2055176662211695,landsat,зерновые,2024,7,True,2.0,3.0,1,0,0-7,0-7,0.265505693819718,0.4491929148749222,0.2807559367599053,0.0045454545454545,0.8823529411764706,2.0,3.0,A,3,r3_f0,71,0.1520685306072894,-0.05344913561388,0.1435130987580452,-0.0620045674631243,0.1477908146826673,-0.0577268515385021,0.1486463578675917,-0.0568713083535777,0.2503126076827587,0.0447949414615892,0.1490570185963554,-0.056460647624814,0.1483058815422591,-0.0572117846789103,matched,False,False,0.2048374861478805,0.145631268620491
AOI-0075,2013-10-23,0.294670829463435,landsat,озимая пшеница,2013,10,True,7.0,166.0,1,0,0-7,31+,0.1004688600140818,0.4509350530201199,0.4069294202991316,0.0416666666666666,0.6818181818181818,7.0,166.0,A,3,r3_f0,71,0.3932042796005707,0.0985334501371357,0.2809341417023299,-0.013736687761105,0.3370692106514503,0.0423983811880153,0.3886615572578673,0.0939907277944323,0.2489517647058823,-0.0457190647575526,0.3926677256401492,0.0979968961767142,0.3905395644482091,0.0958687349847741,matched,False,False,0.3316980004310608,0.3910126984119415
AOI-0075,2020-09-10,0.1740218040401837,s2,озимая пшеница,2020,9,True,2.0,2.0,1,0,0-7,0-7,0.3843688854918528,0.523639418002367,0.0870897357214664,0.0049019607843137,0.8823529411764706,2.0,2.0,A,3,r3_f0,71,0.2165384545486876,0.0425166505085038,0.1798965875171591,0.0058747834769753,0.1982175210329233,0.0241957169927396,0.1982175210329233,0.0241957169927396,0.2743921443830828,0.1003703403428991,0.1982175210329233,0.0241957169927396,0.2038980666944987,0.029876262654315,matched,False,False,0.1673042178153991,0.1938076317310333
AOI-0075,2020-10-05,0.1883971691314812,s2,озимая пшеница,2020,10,True,5.0,5.0,2,0,0-7,0-7,0.4369161357916971,0.49225290310844,0.0642520137314418,0.006578947368421,0.75,5.0,5.0,A,3,r3_f0,71,0.2002888154696444,0.0118916463381631,0.174926028876973,-0.0134711402545081,0.1876074221733087,-0.0007897469581724,0.1876074221733086,-0.0007897469581725,0.2508880608318728,0.0624908917003916,0.1851123456086424,-0.0032848235228387,0.1898713542671254,0.0014741851356442,matched,False,False,0.1488571763038635,0.1876955330371856
AOI-0075,2020-10-07,0.2167221604213087,s2,озимая пшеница,2020,10,True,7.0,3.0,2,1,0-7,0-7,0.8082206767364183,0.1368491901657289,0.0498280922815263,0.0051020408163265,0.8333333333333334,7.0,3.0,A,3,r3_f0,71,0.2002888154696444,-0.0164333449516643,0.174926028876973,-0.0417961315443357,0.1876074221733087,-0.029114738248,0.1825348648547744,-0.0341872955665342,0.2508880608318728,0.0341659004105641,0.1830758179414507,-0.0336463424798579,0.1890193446180029,-0.0277028158033057,matched,False,False,0.1394932717084884,0.1828683018684387
AOI-0075,2021-08-01,0.1792812266390079,s2,озимая пшеница,2021,8,True,3.0,1.0,1,0,0-7,0-7,0.7200937720028163,0.1568536772706906,0.1147192173931596,0.0083333333333333,0.9375,3.0,1.0,A,3,r3_f0,71,0.230126540061115,0.0508453134221071,0.2810223254917812,0.1017410988527733,0.2555744327764481,0.0762932061374402,0.2682983791341146,0.0890171524951067,0.4016549616556903,0.2223737350166824,0.2730698590182396,0.0937886323792317,0.299874968386512,0.1205937417475041,matched,False,False,0.1909388601779937,0.2683443129062652
AOI-0075,2021-10-20,0.2835345846398355,s2,озимая пшеница,2021,10,True,3.0,5.0,2,0,0-7,0-7,0.7386779353911147,0.1312007937015938,0.1108905016765222,0.0192307692307692,0.8333333333333334,3.0,5.0,A,3,r3_f0,71,0.1827178413728675,-0.1008167432669679,0.2876844011973696,0.0041498165575341,0.2352011212851185,-0.0483334633547169,0.2220803013070558,-0.0614542833327796,0.2489517647058823,-0.0345828199339532,0.2159299169423388,-0.0676046676974966,0.2229808087164072,-0.0605537759234282,matched,False,False,0.1950419545173645,0.2217208743095398
AOI-0075,2021-10-21,0.2418889385346728,landsat,озимая пшеница,2021,10,True,4.0,4.0,2,1,0-7,0-7,0.5441125264033796,0.3882244127248287,0.0576630608717915,0.01,0.7894736842105263,4.0,4.0,A,3,r3_f0,71,0.1827178413728675,-0.0591710971618053,0.2876844011973696,0.0457954626626967,0.2352011212851185,-0.0066878172495542,0.2352011212851185,-0.0066878172495542,0.2489517647058823,0.0070628261712094,0.2352011212851185,-0.0066878172495542,0.2540087223830863,0.0121197838484135,matched,False,False,0.2514598667621612,0.2341304272413253
AOI-0075,2023-06-22,0.1819969275256433,s2,озимая пшеница,2023,6,True,1.0,1.0,1,0,0-7,0-7,0.3400703290021122,0.567640257953018,0.0860394130448697,0.00625,0.9375,1.0,1.0,A,3,r3_f0,71,0.2931080028924544,0.1111110753668111,0.4044266302534787,0.2224297027278353,0.3487673165729665,0.1667703890473232,0.3487673165729665,0.1667703890473232,0.566920466364399,0.3849235388387556,0.354882708568747,0.1728857810431037,0.3494290194552867,0.1674320919296434,matched,False,False,0.2886222600936889,0.3656691312789917
AOI-0075,2023-07-17,0.2891087848630091,s2,озимая пшеница,2023,7,True,2.0,2.0,1,0,0-7,0-7,0.5035452813822239,0.3691589764869213,0.1186750524756824,0.0086206896551724,0.8823529411764706,2.0,2.0,A,3,r3_f0,71,0.4606858710035965,0.1715770861405873,0.3550531982552662,0.0659444133922571,0.4078695346294313,0.1187607497664222,0.4078695346294313,0.1187607497664222,0.454030439631756,0.1649216547687468,0.4078695346294314,0.1187607497664222,0.4022775724141063,0.1131687875510972,matched,False,False,0.3370842933654785,0.4200456738471985
AOI-0075,2024-05-07,0.4548682953592593,s2,озимая пшеница,2024,5,True,1.0,1.0,1,0,0-7,0-7,0.4429241228591545,0.516800245669541,0.0343232505189235,0.0059523809523809,0.9375,1.0,1.0,A,3,r3_f0,71,0.503790729185748,0.0489224338264886,0.5719628150261531,0.1170945196668937,0.5378767721059505,0.0830084767466912,0.5378767721059505,0.0830084767466912,0.5683883205907609,0.1135200252315016,0.540594603782473,0.0857263084232137,0.5379246142100936,0.0830563188508343,matched,False,False,0.4662720561027527,0.5462678074836731
AOI-0075,2024-09-06,0.6189508330862715,s2,озимая пшеница,2024,9,True,2.0,3.0,1,0,0-7,0-7,0.7281689556263202,0.2297751612206362,0.0381496331530435,0.00390625,0.8823529411764706,2.0,3.0,A,3,r3_f0,71,0.5972930375977855,-0.021657795488486,0.6044138307913145,-0.014537002294957,0.60085343419455,-0.0180973988917215,0.6001413548751972,-0.0188094782110743,0.2743921443830828,-0.3445586887031887,0.5997995568019077,-0.0191512762843638,0.5951255137626555,-0.0238253193236159,matched,False,False,0.5883805155754089,0.6007677912712097
AOI-0076,2017-07-06,0.4688789651413574,landsat,озимая пшеница,2017,7,True,6.0,8.0,2,0,0-7,8-15,0.1301406580042245,0.685280515906036,0.1720788260897394,0.0125,0.7142857142857143,6.0,8.0,A,3,r3_f0,71,0.5423524000830993,0.0734734349417418,0.329179185776594,-0.1396997793647634,0.4357657929298466,-0.0331131722115107,0.450992451094597,-0.0178865140467603,0.456445884949452,-0.0124330801919054,0.4303974831827996,-0.0384814819585578,0.4474142007503901,-0.0214647643909672,matched,False,False,0.4902500510215759,0.4934967458248138
AOI-0076,2017-07-12,0.4935729411764706,modis,озимая пшеница,2017,7,True,12.0,2.0,2,1,8-15,0-7,0.2208919408350935,0.1188668816275149,0.6550328442040582,0.0052083333333333,0.8823529411764706,12.0,2.0,A,3,r3_f0,71,0.5423524000830993,0.0487794589066286,0.329179185776594,-0.1643937553998766,0.4357657929298466,-0.0578071482466239,0.3596325021060947,-0.1339404390703758,0.456445884949452,-0.0371270562270186,0.3602124839830277,-0.1333604571934429,0.3620466159489409,-0.1315263252275296,matched,False,False,0.3984805941581726,0.3565422892570495
AOI-0076,2020-06-04,0.7269410917090547,s2,озимая пшеница,2020,6,True,7.0,3.0,1,0,0-7,0-7,0.723612151767191,0.1678120681800211,0.1012228388763173,0.0073529411764705,0.8333333333333334,7.0,3.0,A,3,r3_f0,71,0.2760400691042617,-0.450901022604793,0.7639333164554695,0.0369922247464147,0.5199866927798655,-0.2069543989291892,0.6175653422501071,-0.1093757494589476,0.6478846369750344,-0.0790564547340203,0.6585483750276087,-0.068392716681446,0.6185437610335199,-0.1083973306755348,matched,False,False,0.6416394710540771,0.6378096342086792
AOI-0076,2020-08-11,0.2586149849537397,s2,озимая пшеница,2020,8,True,3.0,1.0,1,0,0-7,0-7,0.6942003870613086,0.2560473622976682,0.0423993094645526,0.0073529411764705,0.9375,3.0,1.0,A,3,r3_f0,71,0.2800925436855288,0.0214775587317891,0.4139171040723982,0.1553021191186585,0.3470048238789635,0.0883898389252237,0.3804609639756808,0.1218459790219411,0.4016549616556903,0.1430399767019506,0.3930070165119498,0.1343920315582101,0.407346271665305,0.1487312867115653,matched,False,False,0.2836599349975586,0.3715806603431701
AOI-0076,2024-09-14,0.2174058932018719,s2,озимая пшеница,2024,9,True,1.0,2.0,1,0,0-7,0-7,0.5650703290021123,0.3676402579530179,0.0610394130448697,0.00625,0.9375,1.0,2.0,A,3,r3_f0,71,0.3982674208144797,0.1808615276126078,0.2092529894167089,-0.008152903785163,0.3037602051155943,0.0863543119137224,0.3352626103485561,0.1178567171466841,0.2560298709572838,0.0386239777554119,0.3492636793409835,0.1318577861391116,0.3497140518338477,0.1323081586319758,matched,False,False,0.2037490457296371,0.3368262648582458
AOI-0076,2024-10-06,0.1912228462342909,s2,озимая пшеница,2024,10,True,2.0,5.0,1,0,0-7,0-7,0.8977398409321975,0.0396653562353655,0.0567808493440648,0.005813953488372,0.8823529411764706,2.0,5.0,A,3,r3_f0,71,0.1757868246216528,-0.0154360216126381,0.2255296176556669,0.034306771421376,0.2006582211386598,0.0094353749043689,0.1899990512027996,-0.0012237950314912,0.2508880608318728,0.0596652145975819,0.1807903216339348,-0.010432524600356,0.16901271853295,-0.0222101277013408,matched,False,False,0.1921585202217102,0.1923626810312271
AOI-0076,2024-10-24,0.2595176347622458,s2,озимая пшеница,2024,10,True,9.0,,1,0,8-15,none,0.5376758225052807,0.3566006448825449,0.0900985326121743,0.015625,0.3125,9.0,,A,3,r3_f0,71,0.3006169935543142,0.0410993587920684,0.3006169935543142,0.0410993587920684,0.3006169935543142,0.0410993587920684,0.3006169935543142,0.0410993587920684,0.2489517647058823,-0.0105658700563635,0.3006169935543142,0.0410993587920684,0.3006169935543142,0.0410993587920684,matched,False,False,0.3094275295734405,0.3497945964336395
AOI-0077,2011-04-07,0.4158824607329843,modis,озимая пшеница,2011,4,False,6.0,16.0,1,0,0-7,16-30,0.0137002990928293,0.0842184163209254,0.8963994664044269,0.0056818181818181,0.7142857142857143,6.0,16.0,A,3,r3_f0,71,0.3509801282962824,-0.0649023324367019,0.4602743455497382,0.0443918848167538,0.4056272369230103,-0.010255223809974,0.3807876420926794,-0.0350948186403048,0.3669092272907822,-0.048973233442202,0.3629139281388508,-0.0529685325941334,0.3665659663973852,-0.049316494335599,matched,True,False,0.4921516180038452,0.349922239780426
AOI-0077,2012-05-22,0.5247585059778068,landsat,озимая пшеница,2012,5,False,9.0,2.0,1,0,8-15,0-7,0.0241125264033796,0.8282244127248287,0.1376630608717916,0.01,0.8823529411764706,9.0,2.0,A,3,r3_f0,71,0.3106114153824731,-0.2141470905953337,0.6809633507853403,0.1562048448075335,0.4957873830839067,-0.0289711228939001,0.6136266352575462,0.0888681292797394,0.6841943257867009,0.1594358198088941,0.6486862474744969,0.12392774149669,0.651342260498013,0.1265837545202062,matched,True,False,0.433993935585022,0.6059561967849731
AOI-0077,2012-06-09,0.6763109947643978,modis,озимая пшеница,2012,6,False,16.0,5.0,1,0,16-30,0-7,0.0137002990928293,0.3114911435936527,0.6691267391316997,0.0056818181818181,0.75,16.0,5.0,A,3,r3_f0,71,0.6809633507853403,0.0046523560209424,0.4505928370170897,-0.2257181577473081,0.565778093901215,-0.1105329008631827,0.5054429593428637,-0.1708680354215341,0.6478846369750344,-0.0284263577893634,0.4835526610904006,-0.1927583336739972,0.4706748302985875,-0.2056361644658103,matched,True,False,0.5888658761978149,0.5065250992774963
AOI-0077,2012-07-27,0.5960609947643979,modis,озимая пшеница,2012,7,False,16.0,16.0,1,0,16-30,16-30,0.0143526942877259,0.3025145313838266,0.6771803933760664,0.0059523809523809,0.4838709677419355,16.0,16.0,A,3,r3_f0,71,0.6376353403141362,0.0415743455497382,0.5091515706806282,-0.0869094240837696,0.5733934554973822,-0.0226675392670157,0.5733934554973822,-0.0226675392670157,0.454030439631756,-0.1420305551326419,0.5869965857747981,-0.0090644089895998,0.5710534057664906,-0.0250075889979073,matched,True,False,0.5979878902435303,0.5984408855438232
AOI-0077,2012-09-29,0.3175769633507853,modis,озимая пшеница,2012,9,False,11.0,21.0,3,0,8-15,16-30,0.0150703290021122,0.317640257953018,0.6610394130448698,0.00625,0.5769230769230769,11.0,21.0,A,3,r3_f0,71,0.290504614895001,-0.0270723484557842,0.2541996603474494,-0.0633773030033358,0.2723521376212252,-0.04522482572956,0.2780247867692801,-0.0395521765815051,0.2508880608318728,-0.0666889025189124,0.2675764063364655,-0.0500005570143197,0.2701046665643188,-0.0474722967864664,matched,True,False,0.3471966683864593,0.2608133256435394
AOI-0077,2012-10-04,0.1945853445677753,landsat,озимая пшеница,2012,10,False,16.0,16.0,3,1,16-30,16-30,0.0753516450105613,0.7132012897650899,0.1801970652243487,0.03125,0.4838709677419355,16.0,16.0,A,3,r3_f0,71,0.290504614895001,0.0959192703272257,0.2541996603474494,0.0596143157796741,0.2723521376212252,0.0777667930534499,0.2723521376212252,0.0777667930534499,0.2508880608318728,0.0563027162640975,0.2613689131564934,0.0667835685887181,0.2645973922413437,0.0700120476735684,matched,True,False,0.3353384733200073,0.2760705053806305
AOI-0077,2012-10-15,0.394219109947644,modis,озимая пшеница,2012,10,False,27.0,5.0,3,2,16-30,0-7,0.0147027600020607,0.2855026906858712,0.6936969883364583,0.0060975609756097,0.75,27.0,5.0,A,3,r3_f0,71,0.290504614895001,-0.1037144950526429,0.2541996603474494,-0.1400194496001945,0.2723521376212252,-0.1218669723264187,0.2598723094955043,-0.1343468004521396,0.2489517647058823,-0.1452673452417617,0.2547717501963167,-0.1394473597513272,0.2569691883590474,-0.1372499215885965,matched,True,False,0.2949721217155456,0.2537316381931305
AOI-0077,2013-07-27,0.3030201339204821,landsat,озимая пшеница,2013,7,False,8.0,1.0,1,0,8-15,0-7,0.060281316008449,0.570561031812072,0.3441576521794789,0.025,0.9375,8.0,1.0,A,3,r3_f0,71,0.2708074596482586,-0.0322126742722235,0.4304594240837696,0.1274392901632874,0.3506334418660141,0.0476133079455319,0.4127203169242683,0.1097001830037862,0.454030439631756,0.1510103057112738,0.4249843910098495,0.1219642570893674,0.4164201763293023,0.1134000424088201,matched,True,False,0.2902767658233642,0.4138915538787842
AOI-0077,2014-06-10,0.6803418848167538,modis,озимая пшеница,2014,6,False,6.0,10.0,1,0,0-7,8-15,0.0131046339148802,0.1240350069156678,0.8574255765607562,0.0054347826086956,0.7142857142857143,6.0,10.0,A,3,r3_f0,71,0.5487606974993247,-0.1315811873174291,0.6646656249814138,-0.01567625983534,0.6067131612403692,-0.0736287235763846,0.5922250453051081,-0.0881168395116457,0.6478846369750344,-0.0324572478417194,0.571700058294559,-0.1086418265221947,0.5850394517514408,-0.095302433065313,matched,True,False,0.6718487739562988,0.5744704604148865
AOI-0077,2017-06-20,0.4123236577799334,landsat,озимая пшеница,2017,6,False,8.0,6.0,1,0,8-15,0-7,0.163764234549295,0.6229822871873054,0.2018898418997632,0.0113636363636363,0.7142857142857143,8.0,6.0,A,3,r3_f0,71,0.894413769232304,0.4820901114523706,0.7076136125654451,0.2952899547855117,0.8010136908988745,0.3886900331189411,0.7876708225655275,0.375347164785594,0.566920466364399,0.1545968085844655,0.79441958059979,0.3820959228198566,0.7813399314598026,0.3690162736798692,matched,True,False,0.751486599445343,0.803541898727417
AOI-0077,2017-08-14,0.3153328637549809,s2,озимая пшеница,2017,8,False,1.0,1.0,1,0,0-7,0-7,0.810328542566269,0.0950156491825825,0.088245551840892,0.0064102564102564,0.9375,1.0,1.0,A,3,r3_f0,71,0.4753280104712042,0.1599951467162233,0.3776901089667881,0.0623572452118072,0.4265090597189961,0.1111761959640152,0.4265090597189961,0.1111761959640152,0.2862875459428611,-0.0290453178121197,0.4311277692179244,0.1157949054629435,0.4274353523522985,0.1121024885973176,matched,True,False,0.3485672771930694,0.4271612763404846
AOI-0077,2018-04-16,0.2477638204699519,s2,озимая пшеница,2018,4,False,4.0,7.0,1,0,0-7,0-7,0.4401875440056327,0.3137073545413812,0.2294384347863193,0.0166666666666666,0.7894736842105263,4.0,7.0,A,3,r3_f0,71,0.2354207068205125,-0.0123431136494394,0.6557803664921465,0.4080165460221946,0.4456005366563295,0.1978367161863776,0.3882787648829248,0.1405149444129729,0.4759,0.228136179530048,0.4145136507876567,0.1667498303177047,0.3886145705896128,0.1408507501196609,matched,True,False,0.2902843356132507,0.3888002038002014
AOI-0077,2018-08-13,0.6877102094240838,modis,озимая пшеница,2018,8,False,3.0,5.0,1,0,0-7,0-7,0.0133958480018775,0.1267913404026826,0.8542572560398841,0.0055555555555555,0.8333333333333334,3.0,5.0,A,3,r3_f0,71,0.774716404626455,0.0870061952023711,0.7063355874344793,0.0186253780103955,0.7405259960304671,0.0528157866063833,0.7490735981794641,0.0613633887553802,0.4016549616556903,-0.2860552477683935,0.7602468496138101,0.0725366401897262,0.7573385641384323,0.0696283547143484,matched,True,False,0.689879834651947,0.7461041212081909
AOI-0077,2018-09-11,0.4821981683187272,landsat,озимая пшеница,2018,9,False,8.0,3.0,2,0,8-15,0-7,0.173520877338966,0.5803740212080479,0.2294384347863193,0.0166666666666666,0.8333333333333334,8.0,3.0,A,3,r3_f0,71,0.5036083269392164,0.0214101586204892,0.5787643979057593,0.096566229587032,0.5411863624224879,0.0589881941037606,0.5582672876421566,0.0760691193234294,0.2743921443830828,-0.2078060239356444,0.5650431918615295,0.0828450235428023,0.5682274457427627,0.0860292774240355,matched,True,False,0.4726435840129852,0.5497366786003113
AOI-0077,2018-09-13,0.420143832454506,s2,озимая пшеница,2018,9,False,10.0,1.0,2,1,8-15,0-7,0.6810193609543926,0.2310859599552552,0.0819422981379711,0.0059523809523809,0.9375,10.0,1.0,A,3,r3_f0,71,0.5036083269392164,0.0834644944847104,0.5787643979057593,0.1586205654512533,0.5411863624224879,0.1210425299679818,0.5719320278178919,0.1517881953633859,0.2560298709572838,-0.1641139614972221,0.5770139559824212,0.1568701235279152,0.5796546526824107,0.1595108202279047,matched,True,False,0.5121930241584778,0.568847119808197
AOI-0077,2019-05-25,0.7853740837696334,modis,озимая пшеница,2019,5,False,1.0,4.0,1,0,0-7,0-7,0.3724622958635257,0.0638898330710468,0.5593375262378412,0.0043103448275862,0.9375,1.0,4.0,A,3,r3_f0,71,0.828073365604489,0.0426992818348556,0.8599738945718775,0.0745998108022441,0.8440236300881832,0.0586495463185497,0.8344534713979666,0.0490793876283331,0.6841943257867009,-0.1011797579829324,0.8326537782422563,0.0472796944726229,0.8319845225901817,0.0466104388205483,matched,True,False,0.7534520626068115,0.843023419380188
AOI-0077,2019-06-15,0.5355947126495808,s2,озимая пшеница,2019,6,False,2.0,8.0,3,0,0-7,8-15,0.8549571207859705,0.131482555257269,0.0086583631724468,0.0049019607843137,0.8823529411764706,2.0,8.0,A,3,r3_f0,71,0.5258201817459962,-0.0097745309035846,0.5673152957174749,0.031720583067894,0.5465677387317356,0.0109730260821547,0.5341192045402919,-0.0014755081092888,0.566920466364399,0.0313257537148181,0.5301356735990299,-0.0054590390505508,0.5332943848676732,-0.0023003277819075,matched,True,False,0.5119947791099548,0.5388174057006836
AOI-0077,2019-06-18,0.1783730066692545,s2,озимая пшеница,2019,6,False,5.0,5.0,3,1,0-7,0-7,0.6323488116156287,0.3453422683264748,0.0142444039288641,0.0080645161290322,0.75,5.0,5.0,A,3,r3_f0,71,0.5258201817459962,0.3474471750767417,0.5673152957174749,0.3889422890482203,0.5465677387317356,0.3681947320624811,0.5465677387317356,0.3681947320624811,0.566920466364399,0.3885474596951445,0.5465677387317355,0.368194732062481,0.5563680976006667,0.3779950909314122,matched,True,False,0.5284969806671143,0.552798330783844
AOI-0077,2019-06-20,0.5921454428892968,s2,озимая пшеница,2019,6,False,7.0,3.0,3,2,0-7,0-7,0.7849587388695187,0.2019926475117116,0.0083316324866941,0.0047169811320754,0.8333333333333334,7.0,3.0,A,3,r3_f0,71,0.5258201817459962,-0.0663252611433006,0.5673152957174749,-0.0248301471718219,0.5465677387317356,-0.0455777041575612,0.5548667615260313,-0.0372786813632655,0.566920466364399,-0.0252249765248978,0.5583523510996355,-0.0337930917896612,0.5693089811560763,-0.0228364617332205,matched,True,False,0.5596819519996643,0.5663001537322998
AOI-0077,2019-07-12,0.651437689949562,landsat,озимая пшеница,2019,7,False,4.0,3.0,2,0,0-7,0-7,0.238645844913763,0.1878177248793108,0.5691504652946454,0.0043859649122807,0.8333333333333334,4.0,3.0,A,3,r3_f0,71,0.5433470627716205,-0.1080906271779414,0.4449723631029465,-0.2064653268466154,0.4941597129372835,-0.1572779770122784,0.4871329486752353,-0.1643047412743266,0.456445884949452,-0.1949918050001099,0.4718499854986413,-0.1795877044509206,0.4809182340110117,-0.1705194559385502,matched,True,False,0.572525143623352,0.4679361283779144
AOI-0077,2019-07-13,0.5803018631059373,landsat,озимая пшеница,2019,7,False,5.0,2.0,2,1,0-7,0-7,0.754673325458386,0.2138913780963963,0.0200716600815813,0.0113636363636363,0.8823529411764706,5.0,2.0,A,3,r3_f0,71,0.5433470627716205,-0.0369548003343168,0.4449723631029465,-0.1353295000029908,0.4941597129372835,-0.0861421501686538,0.4730794201511391,-0.1072224429547982,0.456445884949452,-0.1238559781564853,0.4578967286129854,-0.1224051344929518,0.4677973890893246,-0.1125044740166127,matched,True,False,0.5309556722640991,0.466225117444992
AOI-0077,2019-08-29,0.3382106640497799,s2,озимая пшеница,2019,8,False,7.0,13.0,5,0,0-7,8-15,0.703900253078548,0.1097232753484753,0.1815687792652844,0.0048076923076923,0.6818181818181818,7.0,13.0,A,3,r3_f0,71,0.2798003941289384,-0.0584102699208414,0.2187373656197285,-0.1194732984300513,0.2492688798743334,-0.0889417841754464,0.2584283341507149,-0.0797823298990649,0.2743921443830828,-0.0638185196666971,0.2403991641700462,-0.0978114998797337,0.2500507787333607,-0.0881598853164191,matched,True,False,0.3426429629325866,0.2421207129955291
AOI-0077,2019-08-30,0.3679523248229824,landsat,озимая пшеница,2019,8,False,8.0,12.0,5,1,8-15,8-15,0.3000879112526403,0.6783003224412725,0.0137992663060871,0.0078125,0.6521739130434783,8.0,12.0,A,3,r3_f0,71,0.2798003941289384,-0.0881519306940439,0.2187373656197285,-0.1492149592032539,0.2492688798743334,-0.1186834449486489,0.2553751827252545,-0.1125771420977279,0.2743921443830828,-0.0935601804398996,0.2372008999885718,-0.1307514248344106,0.24680415554468,-0.1211481692783023,matched,True,False,0.3663514256477356,0.2413566410541534
AOI-0077,2019-09-01,0.3536668664257659,s2,озимая пшеница,2019,9,False,10.0,10.0,5,2,8-15,8-15,0.4000970055201548,0.5415727695903696,0.0497095352343031,0.0086206896551724,0.6000000000000001,10.0,10.0,A,3,r3_f0,71,0.2798003941289384,-0.0738664722968274,0.2187373656197285,-0.1349295008060373,0.2492688798743334,-0.1043979865514324,0.2492688798743335,-0.1043979865514324,0.2743921443830828,-0.0792747220426831,0.2320987957302634,-0.1215680706955024,0.2408966296435092,-0.1127702367822566,matched,True,False,0.2576019465923309,0.2327795922756195
AOI-0077,2019-09-03,0.2445254200004646,s2,озимая пшеница,2019,9,False,12.0,8.0,5,3,8-15,8-15,0.8318821172746476,0.1296729617754708,0.0327631027680634,0.0056818181818181,0.6521739130434783,12.0,8.0,A,3,r3_f0,71,0.2798003941289384,0.0352749741284738,0.2187373656197285,-0.025788054380736,0.2492688798743334,0.0047434598738688,0.2431625770234124,-0.0013628429770521,0.2743921443830828,0.0298667243826182,0.2283702982034806,-0.0161551217969839,0.2356588837608043,-0.0088665362396602,matched,True,False,0.1994053423404693,0.2522497177124023
AOI-0077,2019-09-06,0.402353465626353,s2,озимая пшеница,2019,9,False,15.0,5.0,5,4,8-15,0-7,0.6446007311158051,0.261422795451151,0.0800875845441549,0.0138888888888888,0.75,15.0,5.0,A,3,r3_f0,71,0.2798003941289384,-0.1225530714974145,0.2187373656197285,-0.1836161000066244,0.2492688798743334,-0.1530845857520195,0.234003122747031,-0.168350342879322,0.2743921443830828,-0.1279613212432702,0.2244282978389304,-0.1779251677874225,0.2287662533531767,-0.1735872122731762,matched,True,False,0.1844799071550369,0.2427603155374527
